	CODI_VIA	TIPUS_VIA	NOM_OFICIAL	NOM_CURT	DESCRIPCIO	DATA_APROVACIO	NOMS_ANTERIORS	DISTRICTES
2071	213307	Av	Avinguda de Miramar	Av Miramar	Francesc Daniel Molina i Casamajó (Vic, 1812 - Barcelona, 1867). Arquitecte. Dissenyà l'hemicicle del Saló de Sessions de l'Ajuntament, la plaça de Sant Josep ?amagada sota la construcció de ferro del mercat de la Boqueria?, la plaça Reial, la plaça de Medinaceli i la font del Geni Català.	 (Abans de 1867)		SARRIÀ-SANT GERVASI (05)
2072	213409	Ctra	Carretera de Miramar	Ctra Miramar	Antoni Moliné i Casas (1797 - 1870). Propietari. Adquirí una peça de terra d'una mujada i tres quarts i una mundina per establiment al seu favor de Domènec Vidal i Balaguer. Sol·licità urbanitzar el carrer l'any 1867. En fou hereu el seu fill, Antoni Moliné i Casas (amb els mateixos cognoms).	 (Abans de 1867)		SARRIÀ-SANT GERVASI (05)
2073	213500	Jard	Jardins de Miramar	Jard Miramar	Pel molí que hi havia en l'indret en obrir-se el carrer.	03/03/1941	Molino; Lletra C	NOU BARRIS (08)
2074	213602	Pg	Passeig de Miramar	Pg Miramar	Denominació que constava als plànols com a nom no oficial.	02/04/1993		SARRIÀ-SANT GERVASI (05)
2075	213704	C	Carrer de Mireia	Mireia	Pere Molist i Morral (1818 - 1890). Fonedor i propietari. L'any 1874 proposà la urbanització de la muntanya Pelada.			GRÀCIA (06)
2076	213806	C	Carrer de Miret i Sans	Miret i Sans	Municipi del Pla d'Urgell, capital de la comarca.	22/10/2007	C. de Mollerusa, 12/06/1980; Mollerusa, 29/05/1945; Núm. 1	SANT ANDREU (09)
2077	213908	Av	Avinguda de Mistral	Av Mistral	Família catalana. Al segle XVI el carrer ja existia amb el mateix nom i al llarg dels anys ha estat conegut amb les variants ortogràfiques Mònac i Mònach.	 (Abans de 1865)	Monach	CIUTAT VELLA (01)
2078	214004	C	Carrer de Modest Urgell	Modest Urgell	Per la baixada del monestir de Pedralbes.	 (Abans de 1800)	Monasterio	LES CORTS (04)
2079	214106	C	Carrer de Modolell	Modolell	Pel monestir de Pedralbes.	02/06/1929	Monasterio	LES CORTS (04) SARRIÀ-SANT GERVASI (05)
2080	214150	C	Carrer del Mogent	Mogent	Pel monestir de Pedralbes, Petras Albas, topònim documentat l'any 986.	 (Abans de 1940)	Monasterio	LES CORTS (04)
2081	214208	Ptge	Passatge de Monyarc	Ptge Monyarc	Segons Agustí Duran i Sanpere, a finals del segle XV habitaven a Sarrià alguns oficials de la Seca o Casa de la Moneda de Barcelona, possiblement al llogarret que es formà al costat del monestir de Pedralbes.	19/11/1929	Monederos; San Pedro Mártir	LES CORTS (04)
2082	214300	C	Carrer de les Moles	Moles	Esteve Monegal i Soler (Sant Llorenç de Morunys, 1822 - Barcelona, 1879). Terratinent. Comprà els terrenys al Putget l'any 1862. El succeí el seu fill Josep Monegal i Nogués (Barcelona, 1854 - 1931). Alcalde de Barcelona els anys 1902 i 1903.	12/10/1887		SARRIÀ-SANT GERVASI (05)
2083	214401	Pl	Plaça de Molina	Pl Molina	Didac Montfar-Sorts i Cellers (Barcelona, 1600-Terrassa, 1652). Historiador. Arxiver de la Corona d'Aragó. Joan Baptista Montfar-Sorts ( ? - Barcelona després de 1671). Ciutadà honrat de Barcelona. Capità que va dirigir l'artilleria catalana en la batalla de Montjuïc (26 de gener de 1641).	23/07/1929	de Montfar; Monfar; Mont Fart, abans de 1900	SANTS-MONTJUÏC (03)
2084	214503	C	Carrer de Moliné	Moliné	Monistrol de Montserrat, municipi del Bages.	05/09/1907	San Juan, abans de 1900	GRÀCIA (06)
2085	214605	C	Carrer del Molí	Molí	Per l'escola de Jesús Maria establerta a Sant Andreu l'any 1850 per dues monges de la família Avinyonet (sor Sebastiana i sor Bernabé) educandes d'una escola de Jesús Maria de Lió, França.	 (Abans de 1900)	Monjas; Mediodía	SANT ANDREU (09)
2086	214627	Camí	Camí del Molí de Vallvidrera	Camí Molí Vallvidr	Joan Monjo i Pons (Maó, 1818 - Barcelona, 1884). Constructor naval. Autor del primer tractat d'arquitectura naval publicat a Espanya (1856).	05/09/1907	San Pedro, 1865	CIUTAT VELLA (01)
2087	214740	Ctra	Carretera de Molins de Rei	Ctra Molins de Rei	Pere Felip Monlau i Roca (Barcelona, 1808 - Madrid, 1871). Científic, metge i publicista.	05/09/1907	Víctor Díaz; Purísima Concepción, abans de 1900	SANT ANDREU (09)
2088	214809	C	Carrer de Molist	Molist	Antoni Montmany i Albornà (Barcelona, 1797 - 1861). Advocat i propietari. Obtingué, el 1836, una peça de terra procedent de l'heretat Casa Xica de la Virreina per establiment al seu favor de Josep Carreras.	 (Abans de 1900)	Monmany	GRÀCIA (06)
2089	214900	Pg	Passeig de Mollerussa	Pg Mollerussa	Ciutat de Bèlgica (en neerlandès, Bergen). Capital d'Hainaut. El terreny on s'obrí el carrer pertanyia a l'heretat Falcó, propietat de Josep de la Barre i Taberner, baró de la Barre de Flandes i de Pechmann, fins al 1855.			GRÀCIA (06)
2090	215109	C	Carrer d'en Mònec	Mònec	Montagut de Fluvià, municipi de la Garrotxa. Carrer situat al grup de cases Ramon Albó, al Turó de la Peira, on diversos carrers són dedicats a poblacions de la província de Girona.	29/05/1945	Núm. 20	NOU BARRIS (08)
2091	215200	Bda	Baixada del Monestir	Bda Monestir	Pel monestir de canongesses augustinianes de la Mare de Déu de Montalegre fundat l'any 1362. L'edifici passà després a ser de la Casa de la Caritat de Barcelona.	 (Abans de 1865)	D'en Company	CIUTAT VELLA (01)
2092	215302	C	Carrer del Monestir	Monestir	Per la mateixa dedicació que el carrer de Montanyans. Es coneix popularment amb el nom d'avinguda dels Muntanyencs, per trobar-se dalt de la muntanya de Montjuïc. 			SANTS-MONTJUÏC (03)
2093	215404	Pl	Plaça del Monestir	Pl Monestir	Per la part muntanyosa del terme municipal de Sant Martí de Provençals, terme municipal que se subdividia en quatre zones: la Sagrera, el Clot, el Taulat i la Muntanya.	 (Abans de 1900)	Montaña	SANT MARTÍ (10)
2094	215700	C	Carrer dels Moneders	Moneders	Travessa la urbanització del Mas Guinardó de la part baixa a la part més muntanyenca.	 (Abans de 1900)	Montaña	HORTA-GUINARDÓ (07)
2095	215801	C	Carrer de Monegal	Monegal	Segons el nomenclàtor de 1980 està dedicat a l'antiga família d'arrel catalana dels Montanyans. En destacaren: Jaume Montanyans i Berard (Manacor, 1483 - Càller, 1556). Jurisconsult i regent de Sardenya. Nicolau Montanyans i Berard (Mallorca, 1495 - 1565). Inquisidor de Mallorca i escriptor.		Campderà; Llobet	CIUTAT VELLA (01)
2096	215903	C	Carrer dels Montfar	Montfar	Pel barri que embolca.			HORTA-GUINARDÓ (07)
2097	216101	C	Carrer de Monistrol	Monistrol	Nissaga de magnats que obrí el carrer. Assoliren un paper preeminent a la meitat del segle XI i esdevingueren la primera potència del país. La fundació del monestir de Santes Creus marcà el moment culminant de la família. Ocuparen la major part dels càrrecs clau del país. En el període de màxima esplendor de la família, Guillem Ramon de Montcada fou nomenat regent durant la minoritat d'Alfons II.	 (Abans de 1865)	Moncada	CIUTAT VELLA (01)
2098	216203	C	Carrer de les Monges	Monges	Per la mateixa dedicació que el carrer de Montcada.	 (Abans de 1900)	Moncada	CIUTAT VELLA (01)
2099	216258	Rier	Riera de les Monges	Rier Monges	Montclar de Berguedà. Municipi del Berguedà. Vial prolongat fins al camí de Vallvidrera.	20/03/1995		SARRIÀ-SANT GERVASI (05)
2100	216407	C	Carrer de Monjo	Monjo	Indica l'indret, a la part alta. Abans d'urbanitzar-se la zona on rau el carrer, a la falda interior de la muntanya Pelada, sembla que ja existia com a passeig, amb arbrat interior d'una finca, denominat passeig de Dalt.	 (Abans de 1940)	Passeig del Serrat, de 1931 al 1939; Paseo del monte, abans de 1927	GRÀCIA (06)
2101	216509	C	Carrer de Monlau	Monlau	Corrupció de mont d'Óssa, primitiu monte de Ursa. Puig d'Óssa, topònim documentat l'any 986.	25/09/1931	Monte de Orsà; Puigdosa; Munt d'Orsa (Ajuntament de Sarrià); San Pedro Mártir	SARRIÀ-SANT GERVASI (05)
2102	216600	C	Carrer de Montmany	Montmany	Obert en terrenys de la Caixa, amb motiu de la construcció de blocs d'habitatges.			HORTA-GUINARDÓ (07)
2103	216702	Pl	Plaça de Mons	Pl Mons	Pel monestir al costat de Cassino, Itàlia, fundat vers el 529 per Benet de Núrsia.	07/07/1942	Montecasino; Núm. 3	SARRIÀ-SANT GERVASI (05)
2104	216804	C	Carrer de Montagut	Montagut	Turó documentat l'any 987.	12/06/1980	Monterolas, 11/07/1944; Núm. 4 (turó de Monterolas), 1941	SARRIÀ-SANT GERVASI (05)
2105	216906	C	Carrer de Montalegre	Montalegre	Nom d'un turó i d'una partida rural. Topònim documentat l'any 987.	07/07/1942	Montesa; Monterols (Ajuntament de Sarrià); Monturiol, abans de 1902; Delicias; Piquet, abans de 1888 (Ajuntament de Sarrià)	SARRIÀ-SANT GERVASI (05)
2106	217002	Av	Avinguda dels Montanyans	Av Montanyans	Pel convent de monges dominicanes de Santa Maria de Montsió. El convent es va fundar prop del Palau Menor el 1351. Va tenir diverses ubicacions fins que l'any 1423 va trobar la seva residència definitiva entre el carrer i la placeta de Santa Anna, on substituí Santa Eulàlia del Camp.	04/02/1931	Montesión; Volta del Eura (entre Amargós i Magdalenes); Montesión, abans de 1900	CIUTAT VELLA (01)
2107	217104	C	Carrer de la Muntanya	Muntanya	Capital de la República d'Uruguai. El nom va ser posat per Francesc Buxó i Oliana en urbanitzar el seu terreny el 1842.	18/05/1943	Camí de Buenavista (un tram)	LES CORTS (04) SARRIÀ-SANT GERVASI (05)
2108	217206	Rbla	Rambla de la Muntanya	Rbla Muntanya	Muntanya a l'entrada marítima de Barcelona, que forma la punta extrema del Morrot. El nom prové, segons uns, de la degeneració de les paraules mons Jovis (muntanya dedicada al déu Júpiter) i, segons altres, d'un cementiri jueu allí emplaçat.	 (Abans de 1800)	Montjuich	SANTS-MONTJUÏC (03)
2109	217308	C	Carrer de Montanyans	Montanyans	Passeig al vessant nord-est de Montjuïc, entre el passeig de Colom i el carrer Nou de la Rambla.	07/07/1942	Montjuich; Ascendente de Montjuich, 07/03/1939; Ferrer y Guardia, 26/07/1931; Ascendente de Montjuich; Sabat (un tram); Ctra. de Montjuich (un tram)	SANTS-MONTJUÏC (03)
2110	217352	Parc	Parc Forestal de Montbau	Parc F Montbau	Per una família Montjuïc. El cognom prové del nom de la muntanya.	 (Abans de 1865)	Montjuich del Carmen	CIUTAT VELLA (01)
2111	217501	C	Carrer de Montcada	Montcada	Per una família Montjuïc. El cognom prové del nom de la muntanya.	 (Abans de 1865)	Montjuich del Obispo	CIUTAT VELLA (01)
2112	217603	Plta	Placeta de Montcada	Plta Montcada	Muntanya de la Serralada Prelitoral catalana, al vessant vallesà. És el punt culminant de la serra Llisa (789 m), el vèrtex de la qual és conegut com a pic del Vent o de Sant Sebastià. Carrer del barri del Turó de la Peira, on hi ha diversos carrers dedicats a muntanyes, serralades i turons.	09/06/1954		NOU BARRIS (08)
2113	217705	C	Carrer de Montclar	Montclar	Serralada litoral entre la Tordera i el coll Sacreu.	05/09/1907	Lletra J (plànol de les Corts), 1925; Jordá, 30/01/1869	LES CORTS (04)
2114	217807	Pg	Passeig d'Amunt	Pg Amunt	Montornès del Vallès. Municipi del Vallès Oriental.	23/12/1946	Núm. 3	GRÀCIA (06)
2115	217909	C	Carrer de Mont d'Orsà	Mont d'Orsà	Per la mateixa dedicació que el carrer de Montornès. Pertany a un conjunt de carrers del barri del Coll dedicats a pobles de la província de Barcelona.			GRÀCIA (06)
2116	217953	Ptge	Passatge del Mont de Pietat	Ptge Mont Pietat	Ciutat del Llenguadoc, Occitània, nadiua del rei Jaume I. L'any 1382 fou definitivament incorporada a la Corona francesa.	05/09/1907	Santa Teresa, abans de 1900	SANT ANDREU (09)
2117	218005	C	Carrer de Montecassino	Montecassino	Municipi de l'Alt Camp.	 (Abans de 1940)	Montreal	HORTA-GUINARDÓ (07) NOU BARRIS (08)
2118	218107	C	Carrer del Turó de Monterols	Turó de Monterols	Mont-roig del Camp. Municipi del Baix Camp.	05/09/1907	Concòrdia, abans de 1858	SARRIÀ-SANT GERVASI (05)
2119	218209	C	Carrer de Monterols	Monterols	Joaquima Montrós i Esteve. Propietària dels terrenys que foren dels Magarola. L'herència passà als seus nebots: Joaquim Montrós i Martí, primer ajudant d'artilleria, i Carolina Montrós i Martí. En morir Joaquim, solter, als trenta-vuit anys, la seva part de l'herència passà a la seva germana Carolina, casada amb Josep Suárez i Garay.	 (Abans de 1900)		SANTS-MONTJUÏC (03)
2120	218300	C	Carrer de Montsió	Montsió	Massís muntanyós, a l'extrem sud-occidental de la Serralada Prelitoral catalana. Carrer del barri del Turó de la Peira, on hi ha diversos carrers dedicats a muntanyes, serralades i turons.	09/06/1954		NOU BARRIS (08)
2121	218402	C	Carrer de Montevideo	Montevideo	Serralada exterior prepirinenca, límit fisiogràfic històric entre els Pirineus i la depressió de l'Ebre.	05/09/1907	Montsech; Mediodía, abans de 1900	SANT ANDREU (09)
2122	218504	Ctra	Carretera de Montjuïc	Ctra Montjuïc	Massís muntanyós de la Serralada Prelitoral.	05/09/1907	Àngel (un tram), abans de 1900	GRÀCIA (06)
2123	218606	Pg	Passeig de Montjuïc	Pg Montjuïc	Massís muntanyós al límit del Bages, l'Anoia i el Baix Llobregat. Monestir benedictí, centre marià, religiós i espiritual.	 (Abans de 1863)	Barón de Viure, abans de 1823	CIUTAT VELLA (01)
2124	218708	C	Carrer de Montjuïc del Carme	Montjuïc del Carme	Pel mateix motiu que el carrer de Montserrat.			EIXAMPLE (02)
2125	218800	C	Carrer de Montjuïc del Bisbe	Montjuïc del Bisbe	Pel casal anomenat Montserrat situat en aquest indret. Placeta situada en el que foren terrenys de la finca Casa Móra, de la qual fou propietari Eugeni Duran Borrell.	28/01/1959		GRÀCIA (06)
2126	218901	C	Carrer de Montmajor	Montmajor	Maria Montserrat de Casanovas i Fernàndez de Landa (Barcelona, 1860 - 1948). Propietària. Heretà la finca Casa Pujol, el 1901, de Baltasar de Casanovas i de Bacardí.			HORTA-GUINARDÓ (07)
2127	219100	C	Carrer del Montnegre	Montnegre	Per la muntanya de Montserrat.	20/12/1979	Montserrate	HORTA-GUINARDÓ (07)
2128	219201	C	Carrer de Montornès	Montornès	Narcís Monturiol i Estarriol (Figueres, 1819 - Barcelona, 1885). Polític republicà, editor i periodista. Inventor del submarí Ictíneo.	 (Abans de 1900)		SANT MARTÍ (10)
2129	219303	Ptge	Passatge de Montornès	Ptge Montornès	Conduïa cap a la masia de Can Móra.		Casa Mora	GRÀCIA (06) HORTA-GUINARDÓ (07)
2130	219507	C	Carrer de Montpeller	Montpeller	Municipi de la Ribera d'Ebre, capitl de la comarca. Carrer obert en els terrenys de la finca Casa Móra, al barri del Coll.	05/09/1907	Mora de Ebro; San Mariano (un tram), abans de 1900; San Ramón (un tram)	GRÀCIA (06)
2131	219609	C	Carrer de Mont-ral	Mont-ral	Municipi de la Ribera d'Ebre. Carrer obert en els terrenys de la finca Casa Móra.	28/01/1959	Mora la Nueva	GRÀCIA (06)
2132	219700	C	Carrer de Mont-roig	Mont-roig	Pel fet d'armes que decidí la rendició d'Abd-el-Krim, cabdill moro de la guerra del Marroc del 1921.	19/11/1929	Castillejos	SANTS-MONTJUÏC (03)
2133	219802	C	Carrer de Mont-ros	Mont-ros	Maria de la Consolació de Moragas i de Quintana (Barcelona, 1828 - 1904). Marquesa de Moragas. Propietària dels terrenys on s'obrí el carrer.	23/08/1922	Santa Madrona; Moragas, 15/08/1890	SARRIÀ-SANT GERVASI (05)
2134	219904	C	Carrer del Montsant	Montsant	Fidel de Moragas i Tavern (Valls, 1835 - Barcelona, 1879). Propietari de l'indret.	 (Abans de 1960)	Parc de Moragas	SARRIÀ-SANT GERVASI (05)
2135	220007	C	Carrer del Montsec	Montsec	Manuel Morales i Cámara (Infantes, 1825 - Barcelona, 1903). Industrial xarolista establert al segle XIX a les Corts. Es relaciona amb una fàbrica existent prop del carrer que prengué el seu nom. Fou alcalde al llavors poble de les Corts entre 1868 i 1871. L'Ajuntament d'aquest poble el nomenà secretari de la Corporació el 22 de febrer de 1872.	30/01/1869		LES CORTS (04)
2136	220109	C	Carrer del Montseny	Montseny	Leandro Fernández de Moratín (Madrid, 1760 - París, 1828). Dramaturg i poeta. S'hagué d'exiliar a França per afrancesat. En tornar, l'any 1820, passà una llarga temporada a Barcelona. Retornà a França en declarar-se la febre groga de 1821 a la ciutat.	05/09/1907	Bacardí, abans de 1900	HORTA-GUINARDÓ (07)
2137	220200	C	Carrer de Montserrat	Montserrat	Pere Morató i Mateu. Administrador de finques. El 1870 fou promotor de les primeres construccions de l'indret. Era casat amb Mercè Capdevila i Bohigas, propietària dels terrenys on s'obrí el carrer.	28/01/1959		GRÀCIA (06)
2138	220233	Jard	Jardins de Montserrat	Jard Montserrat	Municipi del Tarragonès.			GRÀCIA (06)
2139	220255	Ptge	Passatge de Montserrat	Ptge Montserrat	Antoni Morenes i de Tord (Tarragona, 1836 - Barcelona, 1906). Militar que assolí el grau de coronel. Era el propietari dels terrenys del passatge.			SANT MARTÍ (10)
2140	220302	Plta	Placeta de Montserrat	Plta Montserrat	L'arbre. El nom, en singular o plural (moreres) és anterior a l'any 1492. Fa referència a aquests arbres, nombrosos, antigament en una finca que confrontava amb el carrer. Segons Joan Amades, el nom no es refereix a l'arbre, sinó a una mena de joc així anomenat pel nom de les pilotes emprades.	 (Abans de 1865)	Rovira o Roviró	CIUTAT VELLA (01)
2141	220404	C	Carrer de Montserrat de Casanovas	Montse Casanovas	L'insecte. Existia amb el mateix nom l'any 1441, segurament donat pels veïns per l'acumulació d'escombraries i mosques, per la seva proximitat al mercat.	 (Abans de 1865)	Moscas; Rotxa	CIUTAT VELLA (01)
2142	220506	C	Carrer de la Muntanya de Montserrat	Muntanya Montserra	El bolet. Al camí Alt del Mas Sauró a Vallvidrera les Planes.	10/04/1981	Mossèn Anton	SARRIÀ-SANT GERVASI (05)
2143	220608	C	Carrer de Monturiol	Monturiol	Joan Clapés i Corbera (Sant Andreu de Palomar, 1872 - Barcelona, 1939). Autor d'una història en nou volums de l'antiga vila de Sant Andreu de Palomar.	27/12/1965		SANT ANDREU (09)
2144	220700	Camí	Camí de Can Móra	Camí Can Móra	Miquel Costa i Llobera (Pollença, 1854 - Palma de Mallorca, 1922). Escriptor i eclesiàstic. Membre de la Reial Acadèmia Espanyola i de l'Institut d'Estudis Catalans. Canonge pontifici de la seu de Mallorca.			SANTS-MONTJUÏC (03)
2145	220903	C	Carrer de Móra d'Ebre	Móra d'Ebre	Jacint Verdaguer i Santaló (Folgueroles, 1845 - Vallvidrera, 1902). Sacerdot, poeta i escriptor. Vicari de Vinyoles d'Orís (Osona). Fou capellà dels marquesos de Comillas, i residí al Palau Moja, i de la Companyia Transatlàntica. El monument que hi ha a la plaça és una representació del seu poema L'Atlàntida.	30/07/1929	Mossén Jacinto Verdaguer; Mossén Cinto Verdaguer	EIXAMPLE (02)
